[2017-06-02 14:59:33:270] PID=[7696] TID=[6644]  [Info] "start to logging to server  mmsrvpub.srcdoc.com  port  10130" 	RemoteServerConn::start .\RemoteServerConn.cpp  line:54 
[2017-06-02 15:09:23:306] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:306] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:306] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:306] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:306] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:310] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:310] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:311] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:311] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:311] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:311] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:311] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:311] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:311] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:311] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:312] PID=[7616] TID=[4764]  [Info] "  OnContactList  76e9d0fb-2902-45f2-aca1-5c6497a7f913 {"contact": [{"UserName": "@4683d11e6c516b9be3a22ea108b5215f52a471adca643a2014bb7a4475b28084", "City": "中山", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/52dff544d6a3c71d6a1def0ad1238701.jpg", "MemberList": [], "PYQuanPin": "L", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "", "PYInitial": "L", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 69669, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "人之本性，善恶以内心而定", "ContactFlag": 259, "NickName": "L", "RemarkPYQuanPin": "", "unique_sn": "fa97d232150552f0783c43ca74f83012", "wechat_uid": 39249, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@0a667528ec25e963ef69e7341344b9c5747d3e74ac3fbc539de6df813153e66f", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/7a6afef2c944049e72ffd2f74d483e5a.jpg", "MemberList": [], "PYQuanPin": "dawei", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "北京", "KeyWord": "", "RemarkName": "", "PYInitial": "DW", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 135205, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "把热爱生活发辉到极致。你比你象想要强大的多", "ContactFlag": 3, "NickName": "大伟", "RemarkPYQuanPin": "", "unique_sn": "f7739ee2f38650526f60ac730299d436", "wechat_uid": 39250, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@b0a6ceb6dd7c53da871dd4787476f53b8e9bcb8a486836dcabdeec4c6b372a89", "City": "青岛", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/fe742a785ae4b1aef4629162c4edd738.jpg", "MemberList": [], "PYQuanPin": "xifengxixi", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "山东", "KeyWord": "", "RemarkName": "", "PYInitial": "XFXX", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 71717, "SnsFlag": 49, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "坦然面对风雨洗礼，期待共赏彩虹绚丽。", "ContactFlag": 3, "NickName": "西风习习", "RemarkPYQuanPin": "", "unique_sn": "c4f58036d2674cbd620958f41d3417af", "wechat_uid": 39251, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@748294b87521fc42dd0ab04eee2f6d36d82513e7ae07abc5bd7daf03d658ea76", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/55b49c09f0db256573470b6a819377ff.jpg", "MemberList": [], "PYQuanPin": "zhifengyangguang", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "云南", "KeyWord": "", "RemarkName": "", "PYInitial": "ZFYG", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 4133, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "", "ContactFlag": 3, "NickName": "指缝阳光", "RemarkPYQuanPin": "", "unique_sn": "46c23ad708138888b7719076ab738601", "wechat_uid": 39252, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@34406ef88a971c57c06ca945c45b62b994237bc7b39bf73d0141d50892832db5", "City": "四平", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/59ccea2ad721914268097293f3e78768.jpg", "MemberList": [], "PYQuanPin": "liuyuemaixiang", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "吉林", "KeyWord": "", "RemarkName": "", "PYInitial": "LYMX", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 4133, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "", "ContactFlag": 3, "NickName": "六月麦香", "RemarkPYQuanPin": "", "unique_sn": "9f2fd08d8661d69d6b24c3768ad336ad", "wechat_uid": 39253, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"[2017-06-02 15:09:23:320] PID=[7616] TID=[4764]  [Info] "  OnContactList  76e9d0fb-2902-45f2-aca1-5c6497a7f913 {"contact": [{"UserName": "@79bed5df6fc0dd008c8a92df8a35b30a15a88cedd69617516d7811c411fec361", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/497414014aad95c31df39d41b12f99ce.jpg", "MemberList": [], "PYQuanPin": "qiwangbiaopaian", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "", "KeyWord": "", "RemarkName": "", "PYInitial": "QWBPA", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 102501, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "有缘有份，无缘无份，只是一字之差，意思就不同。", "ContactFlag": 3, "NickName": "企望标牌厂", "RemarkPYQuanPin": "", "unique_sn": "a914de6f20c37a225c4de9287670060d", "wechat_uid": 39276, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@006d90c9097e1376f00f296d3ff2bea1", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/50980b9fcdd0096e6c09bcdff53508be.jpg", "MemberList": [], "PYQuanPin": "zhencheng", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "Fatima", "KeyWord": "tzM", "RemarkName": "", "PYInitial": "ZC", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 39, "SnsFlag": 17, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "为更好的明天奋斗！", "ContactFlag": 3, "NickName": "真诚", "RemarkPYQuanPin": "", "unique_sn": "78ab6d8d7c7caf34a0332e4132c9d9fc", "wechat_uid": 39277, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@c53b60dfcca0e19ee42d9de084a1890c3b8a309e9be29439f491c4bfbc5dc972", "City": "北辰", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/4399c78232dec09bce61ef92803afdb3.jpg", "MemberList": [], "PYQuanPin": "A00000tianjinyunweikejizhongguoxieyoudawang", "RemarkPYInitial": "", "Sex": 2, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "天津", "KeyWord": "", "RemarkName": "", "PYInitial": "A00000TJYWKJZGXYDW", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 102405, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "鞋油大王", "ContactFlag": 3, "NickName": "A00000天津云伟科技～中国鞋油大王", "RemarkPYQuanPin": "", "unique_sn": "fb48a33b3b7facc6a07994b31ed9e7df", "wechat_uid": 39278, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@578c89c04bd9f20454f771b926b5b78c2f6e132b7d4ee4ab81b8bbbaa16eeb76", "City": "广州", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/ff10364016b1c342dbd76bb3c364dc0d.jpg", "MemberList": [], "PYQuanPin": "zhongzibeifanglingzhiguang", "RemarkPYInitial": "LZG", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "凌志光", "PYInitial": "ZZBFLZG", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 102439, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "缘分，是有一方主动的对吗？<span class=\"emoji emoji1f60a\"></span>", "ContactFlag": 3, "NickName": "中资北方    凌志光", "add_time": 1495587874, "RemarkPYQuanPin": "lingzhiguang", "unique_sn": "6cb82b1d771f27bb52734ad403d90598", "wechat_uid": 27818, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@e5debc6a135218f370d33e842fd7c2996ad8b31075903f6c64f61125f0864eb2", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/d858b3cd47019eff526dd11565d17946.jpg", "MemberList": [], "PYQuanPin": "wangzheguilai", "RemarkPYInitial": "Y323LH", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "Villa Krause", "KeyWord": "", "RemarkName": "摇3.23李华", "PYInitial": "WZGL", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 4129, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "李华", "ContactFl[2017-06-02 15:09:23:321] PID=[7616] TID=[4764]  [Info] "  OnContactList  76e9d0fb-2902-45f2-aca1-5c6497a7f913 {"contact": [{"UserName": "@d8770d095e57233572097d16128d4f9e8bc32ffbcdc9ac6156f2a79e5cde60fc", "City": "成都", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/79086fcce9bd7c35f14f00dfc2b203b7.jpg", "MemberList": [], "PYQuanPin": "chuanyuxiejibingege", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "四川", "KeyWord": "", "RemarkName": "", "PYInitial": "CYXJBGG", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 102621, "SnsFlag": 17, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "路还长、别昌狂", "ContactFlag": 3, "NickName": "川渝鞋机:::::彬哥哥", "add_time": 1496387007, "RemarkPYQuanPin": "", "unique_sn": "33a113dc090714db2056dc7c75987b72", "wechat_uid": 39296, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@2fc906cfd1fd9fe114ab02b741ff8da7e6fe0c8e79507ce9ee2a9cf0d61a2f18", "City": "中山", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/e65a0b60deaaffeb77aeb6097d9b08ee.jpg", "MemberList": [], "PYQuanPin": "liuniu", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "", "PYInitial": "LN", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 102437, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "", "ContactFlag": 3, "NickName": "刘牛", "RemarkPYQuanPin": "", "unique_sn": "ccf555829743840145486c2cef8b0be2", "wechat_uid": 39299, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@43a3e29f93fe252422e521ae1c4d69704255759af7e5d262a8725130b78f5553", "City": "长沙", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/502c17b479dcb7ba6b14ce7dbdc9d694.jpg", "MemberList": [], "PYQuanPin": "zhuaishenyujianni", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "湖南", "KeyWord": "", "RemarkName": "", "PYInitial": "ZSYJN", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 36899, "SnsFlag": 17, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "我会记得你，然后爱别人。", "ContactFlag": 3, "NickName": "转身遇见你", "RemarkPYQuanPin": "", "unique_sn": "b97cfd1c20d2680c2be53057c35d3c8a", "wechat_uid": 39300, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@403a09181c70e65a685cb26f9fa9446dd810f409e9864a14d063036ed2897245", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/b8390595b2f6c2f521d720ec189f469f.jpg", "MemberList": [], "PYQuanPin": "huahuashijie", "RemarkPYInitial": "328", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "", "KeyWord": "", "RemarkName": "3.28", "PYInitial": "HHSJ", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 2181140519, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "", "ContactFlag": 3, "NickName": "花花世界", "RemarkPYQuanPin": "328", "unique_sn": "417181bb0d2bda4bb1f8cdb1dde50eb1", "wechat_uid": 39301, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@3cd5ccafcb525b13c540711934dd05be0678772d7bf7f1d15db26f755b78772a", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/0b01c4f620f837f4f987ce6e17190dcc.jpg", "MemberList": [], "PYQuanPin": "zhongbeibeifangheqiyan", "RemarkPYInitial": "", "Sex": 2, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "", "KeyWord": "", "RemarkName": "", "PYInitial": "ZBBFHQY", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 102695, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "专业的事情交给专业的人   一起共赢", "ContactFlag": 3, "NickName": "中北北方-何其燕", "add_time": 1495587989, "RemarkPYQuanPin": "", "unique_sn": "9cf3dc[2017-06-02 15:09:23:321] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:321] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:322] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:322] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
[2017-06-02 15:09:23:322] PID=[7616] TID=[4764]  [Info] "  thread test  " 	WxSessionWnd::onClientTypes .\wechat\WxSessionWnd.cpp  line:1005
